,ranking_date,rank,player,points,full_name
1143542,2012-07-16,2,104925,11000.0,Novak Djokovic
1143543,2012-07-16,3,104745,8905.0,Rafael Nadal
1143544,2012-07-16,4,104918,7460.0,Andy Murray
1143545,2012-07-16,5,103970,5455.0,David Ferrer
1145410,2012-07-23,1,103819,11075.0,Roger Federer
1145411,2012-07-23,2,104925,11000.0,Novak Djokovic
1145412,2012-07-23,3,104745,8905.0,Rafael Nadal
1145413,2012-07-23,4,104918,7460.0,Andy Murray
1145414,2012-07-23,5,103970,5455.0,David Ferrer
1147326,2012-07-30,1,103819,11075.0,Roger Federer
1147327,2012-07-30,2,104925,11000.0,Novak Djokovic
1147328,2012-07-30,3,104745,8905.0,Rafael Nadal
1147329,2012-07-30,4,104918,7460.0,Andy Murray
1147330,2012-07-30,5,103970,5455.0,David Ferrer
1149252,2012-08-06,1,103819,11435.0,Roger Federer
1149253,2012-08-06,2,104925,11270.0,Novak Djokovic
1149254,2012-08-06,3,104745,8905.0,Rafael Nadal
1149255,2012-08-06,4,104918,8120.0,Andy Murray
1149256,2012-08-06,5,103970,5455.0,David Ferrer
1151189,2012-08-13,1,103819,11345.0,Roger Federer
1151190,2012-08-13,2,104925,11270.0,Novak Djokovic
1151191,2012-08-13,3,104745,8895.0,Rafael Nadal
1151192,2012-08-13,4,104918,8200.0,Andy Murray
1151193,2012-08-13,5,103970,5455.0,David Ferrer
1153127,2012-08-20,1,103819,12165.0,Roger Federer
1153128,2012-08-20,2,104925,11270.0,Novak Djokovic
1153129,2012-08-20,3,104745,8715.0,Rafael Nadal
1153130,2012-08-20,4,104918,7290.0,Andy Murray
1153131,2012-08-20,5,103970,5375.0,David Ferrer
1155058,2012-08-27,1,103819,12165.0,Roger Federer
1155059,2012-08-27,2,104925,11270.0,Novak Djokovic
1155060,2012-08-27,3,104745,8715.0,Rafael Nadal
1155061,2012-08-27,4,104918,7290.0,Andy Murray
1155062,2012-08-27,5,103970,5375.0,David Ferrer
1156990,2012-09-10,1,103819,11805.0,Roger Federer
1156991,2012-09-10,2,104925,10470.0,Novak Djokovic
1156992,2012-09-10,3,104918,8570.0,Andy Murray
1156993,2012-09-10,4,104745,7515.0,Rafael Nadal
1156994,2012-09-10,5,103970,5915.0,David Ferrer
1158912,2012-09-17,1,103819,11805.0,Roger Federer
1158913,2012-09-17,2,104925,10470.0,Novak Djokovic
1158914,2012-09-17,3,104918,8570.0,Andy Murray
1158915,2012-09-17,4,104745,7385.0,Rafael Nadal
1158916,2012-09-17,5,103970,5960.0,David Ferrer
1160848,2012-09-24,1,103819,11805.0,Roger Federer
1160849,2012-09-24,2,104925,10470.0,Novak Djokovic
1160850,2012-09-24,3,104918,8570.0,Andy Murray
1160851,2012-09-24,4,104745,7385.0,Rafael Nadal
1160852,2012-09-24,5,103970,5960.0,David Ferrer
1162794,2012-10-01,1,103819,11805.0,Roger Federer
1162795,2012-10-01,2,104925,10470.0,Novak Djokovic
1162796,2012-10-01,3,104918,8410.0,Andy Murray
1162797,2012-10-01,4,104745,7385.0,Rafael Nadal
1162798,2012-10-01,5,103970,5960.0,David Ferrer
1164747,2012-10-08,1,103819,11805.0,Roger Federer
1164748,2012-10-08,2,104925,10970.0,Novak Djokovic
1164749,2012-10-08,3,104918,8090.0,Andy Murray
1164750,2012-10-08,4,104745,7085.0,Rafael Nadal
1164751,2012-10-08,5,103970,5960.0,David Ferrer
1166698,2012-10-15,1,103819,12165.0,Roger Federer
1166699,2012-10-15,2,104925,11970.0,Novak Djokovic
1166700,2012-10-15,3,104918,7690.0,Andy Murray
1166701,2012-10-15,4,104745,6995.0,Rafael Nadal
1166702,2012-10-15,5,103970,5360.0,David Ferrer
1168645,2012-10-22,1,103819,12165.0,Roger Federer
1168646,2012-10-22,2,104925,11970.0,Novak Djokovic
1168647,2012-10-22,3,104918,7690.0,Andy Murray
1168648,2012-10-22,4,104745,6995.0,Rafael Nadal
1168649,2012-10-22,5,103970,5360.0,David Ferrer
1170593,2012-10-29,1,103819,12315.0,Roger Federer
1170594,2012-10-29,2,104925,11970.0,Novak Djokovic
1170595,2012-10-29,3,104918,7690.0,Andy Murray
1170596,2012-10-29,4,104745,6905.0,Rafael Nadal
1170597,2012-10-29,5,103970,5610.0,David Ferrer
1172547,2012-11-05,1,104925,11420.0,Novak Djokovic
1172548,2012-11-05,2,103819,9465.0,Roger Federer
1172549,2012-11-05,3,104918,7600.0,Andy Murray
1172550,2012-11-05,4,104745,6795.0,Rafael Nadal
1172551,2012-11-05,5,103970,6030.0,David Ferrer
1174498,2012-11-12,1,104925,12920.0,Novak Djokovic
1174499,2012-11-12,2,103819,10265.0,Roger Federer
1174500,2012-11-12,3,104918,8000.0,Andy Murray
1174501,2012-11-12,4,104745,6795.0,Rafael Nadal
1174502,2012-11-12,5,103970,6430.0,David Ferrer
1176454,2012-11-19,1,104925,12920.0,Novak Djokovic
1176455,2012-11-19,2,103819,10265.0,Roger Federer
1176456,2012-11-19,3,104918,8000.0,Andy Murray
1176457,2012-11-19,4,104745,6795.0,Rafael Nadal
1176458,2012-11-19,5,103970,6505.0,David Ferrer
1178391,2012-11-26,1,104925,12920.0,Novak Djokovic
1178392,2012-11-26,2,103819,10265.0,Roger Federer
1178393,2012-11-26,3,104918,8000.0,Andy Murray
1178394,2012-11-26,4,104745,6795.0,Rafael Nadal
1178395,2012-11-26,5,103970,6505.0,David Ferrer
1180329,2012-12-03,1,104925,12920.0,Novak Djokovic
1180330,2012-12-03,2,103819,10265.0,Roger Federer
1180331,2012-12-03,3,104918,8000.0,Andy Murray
1180332,2012-12-03,4,104745,6690.0,Rafael Nadal
1180333,2012-12-03,5,103970,6505.0,David Ferrer
1182282,2012-12-10,1,104925,12920.0,Novak Djokovic
1182283,2012-12-10,2,103819,10265.0,Roger Federer
1182284,2012-12-10,3,104918,8000.0,Andy Murray
1182285,2012-12-10,4,104745,6690.0,Rafael Nadal
1182286,2012-12-10,5,103970,6505.0,David Ferrer
1184253,2012-12-17,1,104925,12920.0,Novak Djokovic
1184254,2012-12-17,2,103819,10265.0,Roger Federer
1184255,2012-12-17,3,104918,8000.0,Andy Murray
1184256,2012-12-17,4,104745,6690.0,Rafael Nadal
1184257,2012-12-17,5,103970,6505.0,David Ferrer
1186234,2012-12-24,1,104925,12920.0,Novak Djokovic
1186235,2012-12-24,2,103819,10265.0,Roger Federer
1186236,2012-12-24,3,104918,8000.0,Andy Murray
1186237,2012-12-24,4,104745,6690.0,Rafael Nadal
1186238,2012-12-24,5,103970,6505.0,David Ferrer
1188218,2012-12-31,1,104925,12920.0,Novak Djokovic
1188219,2012-12-31,2,103819,10265.0,Roger Federer
1188220,2012-12-31,3,104918,8000.0,Andy Murray
1188221,2012-12-31,4,104745,6690.0,Rafael Nadal
1188222,2012-12-31,5,103970,6505.0,David Ferrer
1190203,2013-01-07,1,104925,12920.0,Novak Djokovic
1190204,2013-01-07,2,103819,10265.0,Roger Federer
1190205,2013-01-07,3,104918,8000.0,Andy Murray
1190206,2013-01-07,4,104745,6600.0,Rafael Nadal
1190207,2013-01-07,5,103970,6505.0,David Ferrer
1192189,2013-01-14,1,104925,12920.0,Novak Djokovic
1192190,2013-01-14,2,103819,10265.0,Roger Federer
1192191,2013-01-14,3,104918,8000.0,Andy Murray
1192192,2013-01-14,4,104745,6600.0,Rafael Nadal
1192193,2013-01-14,5,103970,6505.0,David Ferrer
1194175,2013-01-28,1,104925,12920.0,Novak Djokovic
1194176,2013-01-28,2,103819,10265.0,Roger Federer
1194177,2013-01-28,3,104918,8480.0,Andy Murray
1194178,2013-01-28,4,103970,6865.0,David Ferrer
1194179,2013-01-28,5,104745,5400.0,Rafael Nadal
1196153,2013-02-04,1,104925,12960.0,Novak Djokovic
1196154,2013-02-04,2,103819,10265.0,Roger Federer
1196155,2013-02-04,3,104918,8480.0,Andy Murray
1196156,2013-02-04,4,103970,6865.0,David Ferrer
1196157,2013-02-04,5,104745,5400.0,Rafael Nadal
1198130,2013-02-11,1,104925,12960.0,Novak Djokovic
1198131,2013-02-11,2,103819,10265.0,Roger Federer
1198132,2013-02-11,3,104918,8480.0,Andy Murray
1198133,2013-02-11,4,103970,6865.0,David Ferrer
1198134,2013-02-11,5,104745,5550.0,Rafael Nadal
1200107,2013-02-18,1,104925,12960.0,Novak Djokovic
1200108,2013-02-18,2,103819,9855.0,Roger Federer
1200109,2013-02-18,3,104918,8480.0,Andy Murray
1200110,2013-02-18,4,103970,6865.0,David Ferrer
1200111,2013-02-18,5,104745,5755.0,Rafael Nadal
1202088,2013-02-25,1,104925,12960.0,Novak Djokovic
1202089,2013-02-25,2,103819,9855.0,Roger Federer
1202090,2013-02-25,3,104918,8480.0,Andy Murray
1202091,2013-02-25,4,103970,6865.0,David Ferrer
1202092,2013-02-25,5,104745,5755.0,Rafael Nadal
1204065,2013-03-04,1,104925,13280.0,Novak Djokovic
1204066,2013-03-04,2,103819,9535.0,Roger Federer
1204067,2013-03-04,3,104918,8180.0,Andy Murray
1204068,2013-03-04,4,103970,6665.0,David Ferrer
1204069,2013-03-04,5,104745,6105.0,Rafael Nadal
1206042,2013-03-18,1,104925,13280.0,Novak Djokovic
1206043,2013-03-18,2,103819,8715.0,Roger Federer
1206044,2013-03-18,3,104918,8350.0,Andy Murray
1206045,2013-03-18,4,104745,6745.0,Rafael Nadal
1206046,2013-03-18,5,103970,6630.0,David Ferrer
1208023,2013-04-01,1,104925,12370.0,Novak Djokovic
1208024,2013-04-01,2,104918,8750.0,Andy Murray
1208025,2013-04-01,3,103819,8670.0,Roger Federer
1208026,2013-04-01,4,103970,7050.0,David Ferrer
1208027,2013-04-01,5,104745,6385.0,Rafael Nadal
1209998,2013-04-08,1,104925,12500.0,Novak Djokovic
1209999,2013-04-08,2,104918,8750.0,Andy Murray
1210000,2013-04-08,3,103819,8670.0,Roger Federer
1210001,2013-04-08,4,103970,6970.0,David Ferrer
1210002,2013-04-08,5,104745,6385.0,Rafael Nadal
1211966,2013-04-15,1,104925,12500.0,Novak Djokovic
1211967,2013-04-15,2,104918,8750.0,Andy Murray
1211968,2013-04-15,3,103819,8670.0,Roger Federer
1211969,2013-04-15,4,103970,6970.0,David Ferrer
1211970,2013-04-15,5,104745,6385.0,Rafael Nadal
1213936,2013-04-22,1,104925,12900.0,Novak Djokovic
1213937,2013-04-22,2,103819,8670.0,Roger Federer
1213938,2013-04-22,3,104918,8660.0,Andy Murray
1213939,2013-04-22,4,103970,6970.0,David Ferrer
1213940,2013-04-22,5,104745,5985.0,Rafael Nadal
1215906,2013-04-29,1,104925,12900.0,Novak Djokovic
1215907,2013-04-29,2,103819,8670.0,Roger Federer
1215908,2013-04-29,3,104918,8570.0,Andy Murray
1215909,2013-04-29,4,103970,6920.0,David Ferrer
1215910,2013-04-29,5,104745,5985.0,Rafael Nadal
1217868,2013-05-06,1,104925,12900.0,Novak Djokovic
1217869,2013-05-06,2,103819,8670.0,Roger Federer
1217870,2013-05-06,3,104918,8570.0,Andy Murray
1217871,2013-05-06,4,103970,6920.0,David Ferrer
1217872,2013-05-06,5,104745,5985.0,Rafael Nadal
1219842,2013-05-13,1,104925,12730.0,Novak Djokovic
1219843,2013-05-13,2,104918,8750.0,Andy Murray
1219844,2013-05-13,3,103819,7760.0,Roger Federer
1219845,2013-05-13,4,103970,6920.0,David Ferrer
1219846,2013-05-13,5,104745,6895.0,Rafael Nadal
1221823,2013-05-20,1,104925,12310.0,Novak Djokovic
1221824,2013-05-20,2,104918,8670.0,Andy Murray
1221825,2013-05-20,3,103819,8000.0,Roger Federer
1221826,2013-05-20,4,104745,6895.0,Rafael Nadal
1221827,2013-05-20,5,103970,6740.0,David Ferrer
1223814,2013-05-27,1,104925,12310.0,Novak Djokovic
1223815,2013-05-27,2,104918,8670.0,Andy Murray
1223816,2013-05-27,3,103819,8000.0,Roger Federer
1223817,2013-05-27,4,104745,6895.0,Rafael Nadal
1223818,2013-05-27,5,103970,6740.0,David Ferrer
1225815,2013-06-10,1,104925,11830.0,Novak Djokovic
1225816,2013-06-10,2,104918,8310.0,Andy Murray
1225817,2013-06-10,3,103819,7640.0,Roger Federer
1225818,2013-06-10,4,103970,7220.0,David Ferrer
1225819,2013-06-10,5,104745,6895.0,Rafael Nadal
1227826,2013-06-17,1,104925,11830.0,Novak Djokovic
1227827,2013-06-17,2,104918,8560.0,Andy Murray
1227828,2013-06-17,3,103819,7740.0,Roger Federer
1227829,2013-06-17,4,103970,7220.0,David Ferrer
1227830,2013-06-17,5,104745,6895.0,Rafael Nadal
1229858,2013-06-24,1,104925,11830.0,Novak Djokovic
1229859,2013-06-24,2,104918,8560.0,Andy Murray
1229860,2013-06-24,3,103819,7740.0,Roger Federer
1229861,2013-06-24,4,103970,7220.0,David Ferrer
1229862,2013-06-24,5,104745,6895.0,Rafael Nadal
1231896,2013-07-08,1,104925,12310.0,Novak Djokovic
1231897,2013-07-08,2,104918,9360.0,Andy Murray
1231898,2013-07-08,3,103970,7220.0,David Ferrer
1231899,2013-07-08,4,104745,6860.0,Rafael Nadal
1231900,2013-07-08,5,103819,5785.0,Roger Federer
1233941,2013-07-15,1,104925,12310.0,Novak Djokovic
1233942,2013-07-15,2,104918,9360.0,Andy Murray
1233943,2013-07-15,3,103970,7120.0,David Ferrer
1233944,2013-07-15,4,104745,6860.0,Rafael Nadal
1233945,2013-07-15,5,103819,5785.0,Roger Federer
1236003,2013-07-22,1,104925,12310.0,Novak Djokovic
1236004,2013-07-22,2,104918,9360.0,Andy Murray
1236005,2013-07-22,3,103970,7120.0,David Ferrer
1236006,2013-07-22,4,104745,6860.0,Rafael Nadal
1236007,2013-07-22,5,103819,5875.0,Roger Federer
1238060,2013-07-29,1,104925,12310.0,Novak Djokovic
1238061,2013-07-29,2,104918,9360.0,Andy Murray
1238062,2013-07-29,3,103970,7120.0,David Ferrer
1238063,2013-07-29,4,104745,6860.0,Rafael Nadal
1238064,2013-07-29,5,103819,5875.0,Roger Federer
1240111,2013-08-05,1,104925,12040.0,Novak Djokovic
1240112,2013-08-05,2,104918,8610.0,Andy Murray
1240113,2013-08-05,3,103970,7120.0,David Ferrer
1240114,2013-08-05,4,104745,6860.0,Rafael Nadal
1240115,2013-08-05,5,103819,5515.0,Roger Federer
1242180,2013-08-12,1,104925,11400.0,Novak Djokovic
1242181,2013-08-12,2,104918,8610.0,Andy Murray
1242182,2013-08-12,3,104745,7860.0,Rafael Nadal
1242183,2013-08-12,4,103970,7130.0,David Ferrer
1242184,2013-08-12,5,103819,5515.0,Roger Federer
1244254,2013-08-19,1,104925,10980.0,Novak Djokovic
1244255,2013-08-19,2,104745,8860.0,Rafael Nadal
1244256,2013-08-19,3,104918,8700.0,Andy Murray
1244257,2013-08-19,4,103970,7210.0,David Ferrer
1244258,2013-08-19,5,104607,5135.0,Tomas Berdych
1246345,2013-08-26,1,104925,10980.0,Novak Djokovic
1246346,2013-08-26,2,104745,8860.0,Rafael Nadal
1246347,2013-08-26,3,104918,8700.0,Andy Murray
1246348,2013-08-26,4,103970,7210.0,David Ferrer
1246349,2013-08-26,5,104607,5075.0,Tomas Berdych
1248449,2013-09-09,1,104925,10980.0,Novak Djokovic
1248450,2013-09-09,2,104745,10860.0,Rafael Nadal
1248451,2013-09-09,3,104918,7060.0,Andy Murray
1248452,2013-09-09,4,103970,6850.0,David Ferrer
1248453,2013-09-09,5,104607,4535.0,Tomas Berdych
1250590,2013-09-16,1,104925,11120.0,Novak Djokovic
1250591,2013-09-16,2,104745,10860.0,Rafael Nadal
1250592,2013-09-16,3,104918,7075.0,Andy Murray
1250593,2013-09-16,4,103970,6710.0,David Ferrer
1250594,2013-09-16,5,103819,4515.0,Roger Federer
1252715,2013-09-23,1,104925,11120.0,Novak Djokovic
1252716,2013-09-23,2,104745,10860.0,Rafael Nadal
1252717,2013-09-23,3,104918,7075.0,Andy Murray
1252718,2013-09-23,4,103970,6710.0,David Ferrer
1252719,2013-09-23,5,103819,4515.0,Roger Federer
1254839,2013-09-30,1,104925,11120.0,Novak Djokovic
1254840,2013-09-30,2,104745,10860.0,Rafael Nadal
1254841,2013-09-30,3,104918,7075.0,Andy Murray
1254842,2013-09-30,4,103970,6710.0,David Ferrer
1254843,2013-09-30,5,104607,4520.0,Tomas Berdych
1256966,2013-10-07,1,104745,11160.0,Rafael Nadal
1256967,2013-10-07,2,104925,11120.0,Novak Djokovic
1256968,2013-10-07,3,104918,6895.0,Andy Murray
1256969,2013-10-07,4,103970,6710.0,David Ferrer
1256970,2013-10-07,5,105223,4925.0,Juan Martin del Potro
1259102,2013-10-14,1,104745,11520.0,Rafael Nadal
1259103,2013-10-14,2,104925,11120.0,Novak Djokovic
1259104,2013-10-14,3,103970,6800.0,David Ferrer
1259105,2013-10-14,4,104918,6295.0,Andy Murray
1259106,2013-10-14,5,105223,5525.0,Juan Martin del Potro
1261242,2013-10-21,1,104745,11520.0,Rafael Nadal
1261243,2013-10-21,2,104925,11120.0,Novak Djokovic
1261244,2013-10-21,3,103970,6800.0,David Ferrer
1261245,2013-10-21,4,104918,6295.0,Andy Murray
1261246,2013-10-21,5,105223,5365.0,Juan Martin del Potro
1263403,2013-10-28,1,104745,11670.0,Rafael Nadal
1263404,2013-10-28,2,104925,11120.0,Novak Djokovic
1263405,2013-10-28,3,103970,6600.0,David Ferrer
1263406,2013-10-28,4,104918,6280.0,Andy Murray
1263407,2013-10-28,5,105223,5365.0,Juan Martin del Potro
1265574,2013-11-04,1,104745,12030.0,Rafael Nadal
1265575,2013-11-04,2,104925,10610.0,Novak Djokovic
1265576,2013-11-04,3,103970,5800.0,David Ferrer
1265577,2013-11-04,4,104918,5790.0,Andy Murray
1265578,2013-11-04,5,105223,5055.0,Juan Martin del Potro
1267753,2013-11-11,1,104745,13030.0,Rafael Nadal
1267754,2013-11-11,2,104925,12110.0,Novak Djokovic
1267755,2013-11-11,3,103970,5800.0,David Ferrer
1267756,2013-11-11,4,104918,5790.0,Andy Murray
1267757,2013-11-11,5,105223,5255.0,Juan Martin del Potro
1269927,2013-11-18,1,104745,13030.0,Rafael Nadal
1269928,2013-11-18,2,104925,12260.0,Novak Djokovic
1269929,2013-11-18,3,103970,5800.0,David Ferrer
1269930,2013-11-18,4,104918,5790.0,Andy Murray
1269931,2013-11-18,5,105223,5255.0,Juan Martin del Potro
1272107,2013-11-25,1,104745,13030.0,Rafael Nadal
1272108,2013-11-25,2,104925,12260.0,Novak Djokovic
1272109,2013-11-25,3,103970,5800.0,David Ferrer
1272110,2013-11-25,4,104918,5790.0,Andy Murray
1272111,2013-11-25,5,105223,5255.0,Juan Martin del Potro
1274296,2013-12-02,1,104745,13030.0,Rafael Nadal
1274297,2013-12-02,2,104925,12260.0,Novak Djokovic
1274298,2013-12-02,3,103970,5800.0,David Ferrer
1274299,2013-12-02,4,104918,5790.0,Andy Murray
1274300,2013-12-02,5,105223,5255.0,Juan Martin del Potro
1276478,2013-12-09,1,104745,13030.0,Rafael Nadal
1276479,2013-12-09,2,104925,12260.0,Novak Djokovic
1276480,2013-12-09,3,103970,5800.0,David Ferrer
1276481,2013-12-09,4,104918,5790.0,Andy Murray
1276482,2013-12-09,5,105223,5255.0,Juan Martin del Potro
1278660,2013-12-16,1,104745,13030.0,Rafael Nadal
1278661,2013-12-16,2,104925,12260.0,Novak Djokovic
1278662,2013-12-16,3,103970,5800.0,David Ferrer
1278663,2013-12-16,4,104918,5790.0,Andy Murray
1278664,2013-12-16,5,105223,5255.0,Juan Martin del Potro
1280832,2013-12-23,1,104745,13030.0,Rafael Nadal
1280833,2013-12-23,2,104925,12260.0,Novak Djokovic
1280834,2013-12-23,3,103970,5800.0,David Ferrer
1280835,2013-12-23,4,104918,5790.0,Andy Murray
1280836,2013-12-23,5,105223,5255.0,Juan Martin del Potro
1283001,2013-12-30,1,104745,13030.0,Rafael Nadal
1283002,2013-12-30,2,104925,12260.0,Novak Djokovic
1283003,2013-12-30,3,103970,5800.0,David Ferrer
1283004,2013-12-30,4,104918,5790.0,Andy Murray
1283005,2013-12-30,5,105223,5255.0,Juan Martin del Potro
1285170,2014-01-06,1,104745,13130.0,Rafael Nadal
1285171,2014-01-06,2,104925,12260.0,Novak Djokovic
1285172,2014-01-06,3,103970,5800.0,David Ferrer
1285173,2014-01-06,4,104918,5560.0,Andy Murray
1285174,2014-01-06,5,105223,5255.0,Juan Martin del Potro
1287331,2014-01-13,1,104745,13130.0,Rafael Nadal
1287332,2014-01-13,2,104925,12260.0,Novak Djokovic
1287333,2014-01-13,3,103970,5640.0,David Ferrer
1287334,2014-01-13,4,104918,5560.0,Andy Murray
1287335,2014-01-13,5,105223,5415.0,Juan Martin del Potro
1289491,2014-01-27,1,104745,14330.0,Rafael Nadal
1289492,2014-01-27,2,104925,10620.0,Novak Djokovic
1289493,2014-01-27,3,104527,5710.0,Stan Wawrinka
1289494,2014-01-27,4,105223,5370.0,Juan Martin del Potro
1289495,2014-01-27,5,103970,5280.0,David Ferrer
1291653,2014-02-03,1,104745,14330.0,Rafael Nadal
1291654,2014-02-03,2,104925,10580.0,Novak Djokovic
1291655,2014-02-03,3,104527,5710.0,Stan Wawrinka
1291656,2014-02-03,4,105223,5370.0,Juan Martin del Potro
1291657,2014-02-03,5,103970,5280.0,David Ferrer
1293816,2014-02-10,1,104745,14330.0,Rafael Nadal
1293817,2014-02-10,2,104925,10580.0,Novak Djokovic
1293818,2014-02-10,3,104527,5710.0,Stan Wawrinka
1293819,2014-02-10,4,105223,5370.0,Juan Martin del Potro
1293820,2014-02-10,5,103970,5280.0,David Ferrer
1295985,2014-02-17,1,104745,14085.0,Rafael Nadal
1295986,2014-02-17,2,104925,10580.0,Novak Djokovic
1295987,2014-02-17,3,104527,5620.0,Stan Wawrinka
1295988,2014-02-17,4,103970,5440.0,David Ferrer
1295989,2014-02-17,5,105223,4960.0,Juan Martin del Potro
1298156,2014-02-24,1,104745,14580.0,Rafael Nadal
1298157,2014-02-24,2,104925,10580.0,Novak Djokovic
1298158,2014-02-24,3,104527,5560.0,Stan Wawrinka
1298159,2014-02-24,4,103970,5370.0,David Ferrer
1298160,2014-02-24,5,105223,4960.0,Juan Martin del Potro
1300333,2014-03-03,1,104745,14085.0,Rafael Nadal
1300334,2014-03-03,2,104925,10260.0,Novak Djokovic
1300335,2014-03-03,3,104527,5650.0,Stan Wawrinka
1300336,2014-03-03,4,103970,5160.0,David Ferrer
1300337,2014-03-03,5,104607,4890.0,Tomas Berdych
1302509,2014-03-17,1,104745,13130.0,Rafael Nadal
1302510,2014-03-17,2,104925,10900.0,Novak Djokovic
1302511,2014-03-17,3,104527,5650.0,Stan Wawrinka
1302512,2014-03-17,4,103970,5150.0,David Ferrer
1302513,2014-03-17,5,103819,5045.0,Roger Federer
1304694,2014-03-31,1,104745,13730.0,Rafael Nadal
1304695,2014-03-31,2,104925,11810.0,Novak Djokovic
1304696,2014-03-31,3,104527,5740.0,Stan Wawrinka
1304697,2014-03-31,4,103819,5225.0,Roger Federer
1304698,2014-03-31,5,104607,4720.0,Tomas Berdych
1306894,2014-04-07,1,104745,13730.0,Rafael Nadal
1306895,2014-04-07,2,104925,11680.0,Novak Djokovic
1306896,2014-04-07,3,104527,5760.0,Stan Wawrinka
1306897,2014-04-07,4,103819,5355.0,Roger Federer
1306898,2014-04-07,5,104607,4720.0,Tomas Berdych
1309090,2014-04-14,1,104745,13730.0,Rafael Nadal
1309091,2014-04-14,2,104925,11680.0,Novak Djokovic
1309092,2014-04-14,3,104527,5760.0,Stan Wawrinka
1309093,2014-04-14,4,103819,5355.0,Roger Federer
1309094,2014-04-14,5,104607,4720.0,Tomas Berdych
1311297,2014-04-21,1,104745,13310.0,Rafael Nadal
1311298,2014-04-21,2,104925,11040.0,Novak Djokovic
1311299,2014-04-21,3,104527,6580.0,Stan Wawrinka
1311300,2014-04-21,4,103819,5805.0,Roger Federer
1311301,2014-04-21,5,103970,4910.0,David Ferrer
1313505,2014-04-28,1,104745,12900.0,Rafael Nadal
1313506,2014-04-28,2,104925,11040.0,Novak Djokovic
1313507,2014-04-28,3,104527,6580.0,Stan Wawrinka
1313508,2014-04-28,4,103819,5805.0,Roger Federer
1313509,2014-04-28,5,103970,4910.0,David Ferrer
1315721,2014-05-05,1,104745,12900.0,Rafael Nadal
1315722,2014-05-05,2,104925,11040.0,Novak Djokovic
1315723,2014-05-05,3,104527,6375.0,Stan Wawrinka
1315724,2014-05-05,4,103819,5805.0,Roger Federer
1315725,2014-05-05,5,103970,4850.0,David Ferrer
1317944,2014-05-12,1,104745,12900.0,Rafael Nadal
1317945,2014-05-12,2,104925,11030.0,Novak Djokovic
1317946,2014-05-12,3,104527,5785.0,Stan Wawrinka
1317947,2014-05-12,4,103819,5715.0,Roger Federer
1317948,2014-05-12,5,103970,5030.0,David Ferrer
1320171,2014-05-19,1,104745,12500.0,Rafael Nadal
1320172,2014-05-19,2,104925,11850.0,Novak Djokovic
1320173,2014-05-19,3,104527,5830.0,Stan Wawrinka
1320174,2014-05-19,4,103819,5125.0,Roger Federer
1320175,2014-05-19,5,103970,5030.0,David Ferrer
1322381,2014-05-26,1,104745,12500.0,Rafael Nadal
