,match_id,match_date,player,dfs,first_in,first_won,second_in,second_won,bk_pts,bp_saved,return_pts,return_pts_won,winners,winners_fh,winners_bh,unforced,unforced_fh,unforced_bh
30498,20170228-M-Acapulco-R32-Dudi_Sela-Nick_Kyrgios,2017-02-28,Dudi Sela,5,46,32,36,22,9,6,76,23,23,6,11,13,4,4
30499,20170228-M-Acapulco-R32-Dudi_Sela-Nick_Kyrgios,2017-02-28,Nick Kyrgios,5,50,41,26,12,2,1,82,28,30,8,5,28,12,11
30506,20170227-M-Dubai-R32-Roger_Federer-Benoit_Paire,2017-02-27,Roger Federer,0,33,23,22,15,3,3,49,26,28,6,6,13,7,6
30507,20170227-M-Dubai-R32-Roger_Federer-Benoit_Paire,2017-02-27,Benoit Paire,1,21,15,28,8,6,2,55,17,20,3,9,23,11,11
30512,20170227-M-Dubai-F-Andy_Murray-Fernando_Verdasco,2017-02-27,Andy Murray,4,25,20,20,12,3,1,52,30,18,7,5,19,5,10
30513,20170227-M-Dubai-F-Andy_Murray-Fernando_Verdasco,2017-02-27,Fernando Verdasco,0,41,17,11,5,8,3,45,13,11,3,4,32,24,8
30518,20170227-M-Acapulco-R32-Taylor_Fritz-Adrian_Mannarino,2017-02-27,Taylor Fritz,3,49,35,51,30,6,3,92,34,22,11,5,50,15,32
30519,20170227-M-Acapulco-R32-Taylor_Fritz-Adrian_Mannarino,2017-02-27,Adrian Mannarino,5,51,37,41,21,7,4,100,35,17,10,1,63,43,15
30526,20170226-M-Rio_de_Janeiro-F-Dominic_Thiem-Pablo_Carreno_Busta,2017-02-26,Dominic Thiem,1,33,22,28,20,3,1,68,28,22,14,1,28,12,15
30527,20170226-M-Rio_de_Janeiro-F-Dominic_Thiem-Pablo_Carreno_Busta,2017-02-26,Pablo Carreno Busta,0,50,33,18,7,8,4,61,19,16,9,7,29,19,10
30532,20170226-M-Marseille-F-Lucas_Pouille-Jo_Wilfried_Tsonga,2017-02-26,Lucas Pouille,1,33,24,25,13,3,1,46,6,21,11,6,19,7,11
30533,20170226-M-Marseille-F-Lucas_Pouille-Jo_Wilfried_Tsonga,2017-02-26,Jo Wilfried Tsonga,0,33,30,13,10,0,0,58,21,21,11,3,13,10,3
30538,20170226-M-Delray_Beach-SF-Milos_Raonic-Juan_Martin_Del_Potro,2017-02-26,Milos Raonic,2,42,35,26,14,1,0,76,30,39,18,4,23,19,2
30539,20170226-M-Delray_Beach-SF-Milos_Raonic-Juan_Martin_Del_Potro,2017-02-26,Juan Martin Del Potro,0,47,31,29,15,7,5,68,19,15,8,3,16,8,8
30544,20170225-M-Rio_de_Janeiro-SF-Dominic_Thiem-Albert_Ramos,2017-02-25,Dominic Thiem,3,31,21,22,12,4,2,58,30,20,14,3,20,10,7
30545,20170225-M-Rio_de_Janeiro-SF-Dominic_Thiem-Albert_Ramos,2017-02-25,Albert Ramos,1,36,21,22,7,12,7,53,20,14,8,3,31,17,13
30550,20170225-M-Rio_de_Janeiro-SF-Casper_Ruud-Pablo_Carreno_Busta,2017-02-25,Casper Ruud,7,57,39,42,13,14,8,78,32,31,20,5,31,14,10
30551,20170225-M-Rio_de_Janeiro-SF-Casper_Ruud-Pablo_Carreno_Busta,2017-02-25,Pablo Carreno Busta,4,50,37,28,9,10,6,99,47,37,24,10,26,10,12
30558,20170225-M-Acapulco-F-Sam_Querrey-Rafael_Nadal,2017-02-25,Sam Querrey,2,48,39,27,17,6,6,61,19,41,15,5,22,12,8
30559,20170225-M-Acapulco-F-Sam_Querrey-Rafael_Nadal,2017-02-25,Rafael Nadal,2,42,30,19,12,2,1,75,19,21,14,4,17,9,6
30564,20170224-M-Rio_de_Janeiro-QF-Diego_Schwartzman-Dominic_Thiem,2017-02-24,Diego Schwartzman,2,28,14,21,7,5,0,59,25,8,7,1,33,15,16
30565,20170224-M-Rio_de_Janeiro-QF-Diego_Schwartzman-Dominic_Thiem,2017-02-24,Dominic Thiem,2,31,17,28,17,10,8,49,28,11,3,5,29,13,14
30570,20170224-M-Marseille-QF-Lucas_Pouille-Daniil_Medvedev,2017-02-24,Lucas Pouille,1,44,39,24,15,2,1,89,33,30,7,8,20,9,10
30571,20170224-M-Marseille-QF-Lucas_Pouille-Daniil_Medvedev,2017-02-24,Daniil Medvedev,3,62,46,27,10,7,4,68,14,21,7,4,30,15,12
30578,20170223-M-Rio_de_Janeiro-R16-Casper_Ruud-Roberto_Carballes_Baena,2017-02-23,Casper Ruud,2,64,49,47,27,5,4,118,41,60,35,11,59,37,20
30579,20170223-M-Rio_de_Janeiro-R16-Casper_Ruud-Roberto_Carballes_Baena,2017-02-23,Roberto Carballes Baena,3,72,51,46,26,9,7,111,35,24,14,2,27,14,10
30586,20170222-M-Rio_de_Janeiro-R16-Dominic_Thiem-Dusan_Lajovic,2017-02-22,Dominic Thiem,1,35,28,29,18,5,5,51,19,15,11,2,22,16,5
30587,20170222-M-Rio_de_Janeiro-R16-Dominic_Thiem-Dusan_Lajovic,2017-02-22,Dusan Lajovic,0,33,23,18,9,6,3,64,18,9,7,2,27,15,12
30592,20170221-M-Rio_de_Janeiro-R32-Janko_Tipsarevic-Dominic_Thiem,2017-02-21,Janko Tipsarevic,2,29,18,37,21,5,2,59,15,10,2,6,18,7,9
30593,20170221-M-Rio_de_Janeiro-R32-Janko_Tipsarevic-Dominic_Thiem,2017-02-21,Dominic Thiem,0,37,33,22,11,4,3,66,27,26,12,6,23,14,9
30598,20170221-M-Delray_Beach-R32-Kevin_Anderson-Juan_Martin_Del_Potro,2017-02-21,Kevin Anderson,1,37,28,21,11,6,4,55,14,20,9,2,18,11,6
30599,20170221-M-Delray_Beach-R32-Kevin_Anderson-Juan_Martin_Del_Potro,2017-02-21,Juan Martin Del Potro,4,32,27,23,14,1,1,58,19,14,8,1,10,4,2
30604,20170219-M-Rotterdam-F-Jo_Wilfried_Tsonga-David_Goffin,2017-02-19,Jo Wilfried Tsonga,0,56,45,25,10,8,6,86,34,32,15,7,37,18,19
30605,20170219-M-Rotterdam-F-Jo_Wilfried_Tsonga-David_Goffin,2017-02-19,David Goffin,1,54,39,32,13,12,8,81,26,17,10,5,22,11,10
30612,20170219-M-Buenos_Aires-F-Alexandr_Dolgopolov-Kei_Nishikori,2017-02-19,Alexandr Dolgopolov,0,45,38,30,16,3,3,78,27,30,12,15,35,7,28
30613,20170219-M-Buenos_Aires-F-Alexandr_Dolgopolov-Kei_Nishikori,2017-02-19,Kei Nishikori,1,49,34,29,17,8,7,75,21,9,4,3,19,8,10
30618,20170216-M-Cherbourg_CH-R16-Axel_Michon-Peter_Gojowczyk,2017-02-16,Axel Michon,3,37,24,15,5,3,0,53,14,11,5,5,12,4,5
30619,20170216-M-Cherbourg_CH-R16-Axel_Michon-Peter_Gojowczyk,2017-02-16,Peter Gojowczyk,2,31,26,22,13,1,1,52,23,27,8,7,10,5,3
30624,20170212-M-Sofia-F-Grigor_Dimitrov-David_Goffin,2017-02-12,Grigor Dimitrov,9,58,41,27,8,9,6,64,31,21,8,3,24,6,9
30625,20170212-M-Sofia-F-Grigor_Dimitrov-David_Goffin,2017-02-12,David Goffin,4,31,20,33,13,7,2,85,36,13,6,5,32,11,17
30630,20170212-M-Montpellier-SF-Benoit_Paire-Richard_Gasquet,2017-02-12,Benoit Paire,2,19,12,28,8,7,2,59,21,22,6,7,36,17,17
30631,20170212-M-Montpellier-SF-Benoit_Paire-Richard_Gasquet,2017-02-12,Richard Gasquet,2,41,29,18,9,4,3,47,27,26,7,5,9,5,2
30636,20170211-M-San_Francisco_CH-SF-Vasek_Pospisil-Michael_Mmoh,2017-02-11,Vasek Pospisil,1,26,23,19,11,4,4,40,21,20,7,2,11,9,1
30637,20170211-M-San_Francisco_CH-SF-Vasek_Pospisil-Michael_Mmoh,2017-02-11,Michael Mmoh,3,24,13,16,6,7,3,45,11,5,2,1,14,7,4
30642,20170210-M-San_Francisco_CH-QF-Vasek_Pospisil-Francis_Tiafoe,2017-02-10,Vasek Pospisil,0,29,24,16,12,0,0,49,22,27,9,1,7,3,4
30643,20170210-M-San_Francisco_CH-QF-Vasek_Pospisil-Francis_Tiafoe,2017-02-10,Frances Tiafoe,1,36,20,13,7,6,3,45,9,12,3,1,16,8,7
30648,20170206-M-Montpellier-F-Richard_Gasquet-Alexander_Zverev,2017-02-06,Richard Gasquet,1,37,28,24,11,3,1,72,24,16,7,3,21,9,11
30649,20170206-M-Montpellier-F-Richard_Gasquet-Alexander_Zverev,2017-02-06,Alexander Zverev,4,46,37,26,11,1,0,61,22,28,10,10,31,10,17
30654,20170206-M-Davis_Cup_World_Group_R1-RR-Kyle_Edmund-Denis_Shapovalov,2017-02-06,Kyle Edmund,4,29,25,30,21,0,0,58,20,29,5,4,14,6,4
30655,20170206-M-Davis_Cup_World_Group_R1-RR-Kyle_Edmund-Denis_Shapovalov,2017-02-06,Denis Shapovalov,4,30,21,28,17,5,2,59,13,20,4,5,23,12,7
30662,20170127-M-Australian_Open-SF-Rafael_Nadal-Grigor_Dimitrov,2017-01-27,Rafael Nadal,3,135,93,49,27,16,12,181,66,43,25,10,43,27,13
30663,20170127-M-Australian_Open-SF-Rafael_Nadal-Grigor_Dimitrov,2017-01-27,Grigor Dimitrov,5,124,87,57,28,13,8,184,64,73,35,17,59,24,30
30674,20170126-M-Australian_Open-SF-Roger_Federer-Stan_Wawrinka,2017-01-26,Roger Federer,3,86,62,57,33,12,8,134,47,45,24,10,52,21,28
30675,20170126-M-Australian_Open-SF-Roger_Federer-Stan_Wawrinka,2017-01-26,Stan Wawrinka,2,88,55,46,32,9,5,143,48,46,24,9,39,12,25
30686,20170124-M-Australian_Open-QF-Roger_Federer-Mischa_Zverev,2017-01-24,Roger Federer,1,54,37,25,17,2,1,97,46,67,30,23,14,7,6
30687,20170124-M-Australian_Open-QF-Roger_Federer-Mischa_Zverev,2017-01-24,Mischa Zverev,0,72,38,25,13,15,9,79,25,30,14,8,9,5,4
30694,20170124-M-Australian_Open-QF-Milos_Raonic-Rafael_Nadal,2017-01-24,Milos Raonic,2,71,48,36,20,3,1,105,27,42,16,3,33,17,14
30695,20170124-M-Australian_Open-QF-Milos_Raonic-Rafael_Nadal,2017-01-24,Rafael Nadal,4,76,63,29,15,4,4,107,39,43,17,15,23,13,6
30702,20170124-M-Australian_Open-QF-Grigor_Dimitrov-David_Goffin,2017-01-24,Grigor Dimitrov,4,59,44,36,16,10,8,94,45,31,18,3,30,16,10
30703,20170124-M-Australian_Open-QF-Grigor_Dimitrov-David_Goffin,2017-01-24,David Goffin,3,44,30,50,19,15,9,95,35,27,9,10,48,33,12
30710,20170123-M-Australian_Open-R16-David_Goffin-Dominic_Thiem,2017-01-23,David Goffin,2,70,51,55,33,6,3,128,52,38,7,13,19,12,5
30711,20170123-M-Australian_Open-R16-David_Goffin-Dominic_Thiem,2017-01-23,Dominic Thiem,5,77,53,51,23,15,9,125,41,45,17,10,49,19,25
30720,20170122-M-Australian_Open-R16-Roger_Federer-Kei_Nishikori,2017-01-22,Roger Federer,6,96,78,46,21,10,7,164,67,69,29,17,41,18,17
30721,20170122-M-Australian_Open-R16-Roger_Federer-Kei_Nishikori,2017-01-22,Kei Nishikori,5,107,73,57,24,18,11,142,43,39,18,16,34,12,17
30732,20170121-M-Australian_Open-R32-Rafael_Nadal-Alexander_Zverev,2017-01-21,Rafael Nadal,4,113,82,37,23,7,5,168,67,46,22,8,48,21,23
30733,20170121-M-Australian_Open-R32-Rafael_Nadal-Alexander_Zverev,2017-01-21,Alexander Zverev,12,104,74,64,27,16,11,150,45,61,18,16,91,54,25
30744,20170121-M-Australian_Open-R32-Milos_Raonic-Gilles_Simon,2017-01-21,Milos Raonic,3,74,53,38,23,6,3,109,41,58,20,8,29,17,9
30745,20170121-M-Australian_Open-R32-Milos_Raonic-Gilles_Simon,2017-01-21,Gilles Simon,3,83,58,26,10,7,2,112,36,32,13,14,20,6,11
30754,20170120-M-Australian_Open-R32-Tomas_Berdych-Roger_Federer,2017-01-20,Tomas Berdych,3,50,43,29,9,5,1,68,14,24,8,3,19,8,8
30755,20170120-M-Australian_Open-R32-Tomas_Berdych-Roger_Federer,2017-01-20,Roger Federer,2,40,38,28,16,0,0,79,27,36,12,12,23,9,12
30762,20170119-M-Australian_Open-R64-Novak_Djokovic-Denis_Istomin,2017-01-19,Novak Djokovic,8,106,77,77,43,14,10,188,72,72,27,24,63,25,30
30763,20170119-M-Australian_Open-R64-Novak_Djokovic-Denis_Istomin,2017-01-19,Denis Istomin,3,130,91,58,25,14,8,183,63,65,31,11,51,19,29
30774,20170118-M-Australian_Open-R64-Nick_Kyrgios-Andreas_Seppi,2017-01-18,Nick Kyrgios,8,118,88,53,27,12,7,149,43,56,9,13,57,27,22
30775,20170118-M-Australian_Open-R64-Nick_Kyrgios-Andreas_Seppi,2017-01-18,Andreas Seppi,4,85,65,64,41,10,7,171,56,59,24,16,38,15,19
30786,20170117-M-Australian_Open-R128-Rafael_Nadal-Florian_Mayer,2017-01-17,Rafael Nadal,1,53,41,23,19,0,0,100,38,39,27,5,30,20,9
30787,20170117-M-Australian_Open-R128-Rafael_Nadal-Florian_Mayer,2017-01-17,Florian Mayer,1,65,41,35,21,12,9,76,16,24,9,5,30,17,12
30794,20170117-M-Australian_Open-R128-Novak_Djokovic-Fernando_Verdasco,2017-01-17,Novak Djokovic,2,59,44,35,18,5,3,105,53,21,12,7,24,8,14
30795,20170117-M-Australian_Open-R128-Novak_Djokovic-Fernando_Verdasco,2017-01-17,Fernando Verdasco,5,55,32,50,20,16,10,94,32,22,12,5,42,23,14
30802,20170116-M-Australian_Open-R128-Jurgen_Melzer-Roger_Federer,2017-01-16,Jurgen Melzer,1,83,47,27,14,9,2,103,32,28,10,10,38,12,25
30803,20170116-M-Australian_Open-R128-Jurgen_Melzer-Roger_Federer,2017-01-16,Roger Federer,1,67,51,36,20,4,1,110,49,46,16,7,34,17,16
30812,20170114-M-Bangkok_CH-F-Zhe_Li-Janko_Tipsarevic,2017-01-14,Zhe Li,1,36,19,24,9,12,7,49,16,12,5,5,33,14,18
30813,20170114-M-Bangkok_CH-F-Zhe_Li-Janko_Tipsarevic,2017-01-14,Janko Tipsarevic,5,22,19,27,14,3,2,60,32,18,7,5,19,8,6
30818,20170114-M-Auckland-F-Joao_Sousa-Jack_Sock,2017-01-14,Joao Sousa,3,60,40,35,14,9,4,78,24,18,5,3,27,12,12
30819,20170114-M-Auckland-F-Joao_Sousa-Jack_Sock,2017-01-14,Jack Sock,3,52,42,26,12,4,1,95,41,39,23,4,36,17,16
30826,20170112-M-Auckland-QF-Steve_Johnson-John_Isner,2017-01-12,Steve Johnson,2,60,51,34,22,2,1,105,31,36,14,10,20,6,12
30827,20170112-M-Auckland-QF-Steve_Johnson-John_Isner,2017-01-12,John Isner,4,78,59,27,15,10,9,94,21,37,13,5,25,11,10
30834,20170108-M-Chennai-F-Roberto_Bautista_Agut-Daniil_Medvedev,2017-01-08,Roberto Bautista Agut,1,35,30,10,8,0,0,61,22,15,7,3,8,5,2
30835,20170108-M-Chennai-F-Roberto_Bautista_Agut-Daniil_Medvedev,2017-01-08,Daniil Medvedev,3,40,30,21,9,4,2,45,7,20,8,3,20,8,9
30840,20170108-M-Bangkok_CH-F-Janko_Tipsarevic-Blaz_Kavcic,2017-01-08,Janko Tipsarevic,0,27,21,29,18,4,3,48,20,14,8,5,31,22,9
30841,20170108-M-Bangkok_CH-F-Janko_Tipsarevic-Blaz_Kavcic,2017-01-08,Blaz Kavcic,3,26,19,22,9,2,0,56,17,10,8,1,32,12,17
30846,20170107-M-Doha-F-Novak_Djokovic-Andy_Murray,2017-01-07,Novak Djokovic,3,79,54,31,19,7,5,83,29,35,24,9,28,9,16
30847,20170107-M-Doha-F-Novak_Djokovic-Andy_Murray,2017-01-07,Andy Murray,4,49,38,34,16,4,1,110,37,29,11,10,37,16,17
30854,20170106-M-Doha-SF-Andy_Murray-Tomas_Berdych,2017-01-06,Andy Murray,1,43,34,24,10,3,2,63,28,21,4,7,16,8,7
30855,20170106-M-Doha-SF-Andy_Murray-Tomas_Berdych,2017-01-06,Tomas Berdych,1,35,23,28,12,5,2,67,23,25,18,5,28,15,12
30860,20170104-M-Doha-R16-Jo_Wilfried_Tsonga-Dustin_Brown,2017-01-04,Jo Wilfried Tsonga,2,26,22,13,11,0,0,44,21,25,10,3,9,5,2
30861,20170104-M-Doha-R16-Jo_Wilfried_Tsonga-Dustin_Brown,2017-01-04,Dustin Brown,1,29,16,15,7,7,3,39,6,7,1,5,16,9,6
30866,20170102-M-Doha-R32-Vasek_Pospisil-Fernando_Verdasco,2017-01-02,Vasek Pospisil,1,30,19,25,8,8,3,52,16,12,5,2,25,20,4
30867,20170102-M-Doha-R32-Vasek_Pospisil-Fernando_Verdasco,2017-01-02,Fernando Verdasco,1,38,26,14,10,1,0,55,28,12,9,3,17,11,5
30872,20161127-M-Davis_Cup_World_Group_F-RR-Marin_Cilic-Juan_Martin_Del_Potro,2016-11-27,Marin Cilic,2,97,77,63,29,21,16,163,56,79,28,16,62,29,31
30873,20161127-M-Davis_Cup_World_Group_F-RR-Marin_Cilic-Juan_Martin_Del_Potro,2016-11-27,Juan Martin Del Potro,3,95,76,68,31,6,2,160,54,39,18,4,34,15,16
30884,20161126-M-Andria_CH-SF-Egor_Gerasimov-Matteo_Berrettini,2016-11-26,Egor Gerasimov,3,46,36,13,8,1,0,68,16,16,3,4,18,9,6
30885,20161126-M-Andria_CH-SF-Egor_Gerasimov-Matteo_Berrettini,2016-11-26,Matteo Berrettini,0,42,36,26,16,3,3,59,15,26,10,1,17,15,2
30890,20161125-M-Davis_Cup_World_Group_F-RR-Ivo_Karlovic-Juan_Martin_Del_Potro,2016-11-25,Ivo Karlovic,12,81,69,45,21,7,4,111,18,66,23,6,42,15,15
30891,20161125-M-Davis_Cup_World_Group_F-RR-Ivo_Karlovic-Juan_Martin_Del_Potro,2016-11-25,Juan Martin Del Potro,0,77,69,34,24,0,0,126,36,39,18,5,10,4,6
30900,20161120-M-Tour_Finals-F-Andy_Murray-Novak_Djokovic,2016-11-20,Andy Murray,3,32,27,27,13,1,0,61,24,11,5,3,22,10,9
30901,20161120-M-Tour_Finals-F-Andy_Murray-Novak_Djokovic,2016-11-20,Novak Djokovic,0,44,26,17,11,9,6,59,19,12,7,4,35,14,21
30906,20161118-M-Tour_Finals-RR-Stan_Wawrinka-Andy_Murray,2016-11-18,Stan Wawrinka,1,41,27,26,11,7,4,51,13,29,15,7,28,12,15
30907,20161118-M-Tour_Finals-RR-Stan_Wawrinka-Andy_Murray,2016-11-18,Andy Murray,2,30,26,21,12,2,2,67,29,13,5,5,15,4,9
30912,20161117-M-Tour_Finals-RR-Novak_Djokovic-David_Goffin,2016-11-17,Novak Djokovic,4,35,29,22,8,1,1,47,25,7,4,0,21,8,9
30913,20161117-M-Tour_Finals-RR-Novak_Djokovic-David_Goffin,2016-11-17,David Goffin,4,22,13,25,9,6,2,57,20,12,5,5,35,17,14
30918,20161117-M-Tour_Finals-RR-Milos_Raonic-Dominic_Thiem,2016-11-17,Milos Raonic,1,38,33,20,12,0,0,77,30,33,13,5,25,15,9
30919,20161117-M-Tour_Finals-RR-Milos_Raonic-Dominic_Thiem,2016-11-17,Dominic Thiem,2,43,29,34,18,6,4,58,13,18,5,6,23,9,12
30924,20161115-M-Tour_Finals-RR-Novak_Djokovic-Milos_Raonic,2016-11-15,Novak Djokovic,2,58,42,32,15,7,5,78,28,12,6,3,25,11,12
30925,20161115-M-Tour_Finals-RR-Novak_Djokovic-Milos_Raonic,2016-11-15,Milos Raonic,3,45,38,33,12,2,0,90,33,43,18,4,46,26,17
30931,20161115-M-Tour_Finals-RR-Dominic_Thiem-Gael_Monfils,2016-11-15,Dominic Thiem,1,47,34,24,12,3,0,77,28,23,11,4,23,12,10
30932,20161115-M-Tour_Finals-RR-Dominic_Thiem-Gael_Monfils,2016-11-15,Gael Monfils,5,38,31,39,18,8,5,71,25,31,13,7,27,10,12
30938,20161114-M-Tour_Finals-RR-Andy_Murray-Marin_Cilic,2016-11-14,Andy Murray,4,31,23,27,16,5,4,45,21,20,3,5,17,9,4
30939,20161114-M-Tour_Finals-RR-Andy_Murray-Marin_Cilic,2016-11-14,Marin Cilic,1,23,15,22,9,5,1,58,19,17,6,1,32,19,12
30944,20161113-M-Tour_Finals-RR-Milos_Raonic-Gael_Monfils,2016-11-13,Milos Raonic,0,29,25,22,15,0,0,65,25,31,12,6,12,7,5
30945,20161113-M-Tour_Finals-RR-Milos_Raonic-Gael_Monfils,2016-11-13,Gael Monfils,2,33,25,32,15,9,7,51,11,14,6,1,15,8,5
30950,20161106-M-Paris_Masters-F-Andy_Murray-John_Isner,2016-11-06,Andy Murray,4,66,56,32,18,6,6,86,23,24,8,7,12,6,2
30951,20161106-M-Paris_Masters-F-Andy_Murray-John_Isner,2016-11-06,John Isner,2,63,52,23,11,4,2,98,24,51,26,7,35,14,19
30958,20161105-M-Paris_Masters-SF-Marin_Cilic-John_Isner,2016-11-05,Marin Cilic,1,29,21,32,15,8,5,46,8,10,6,3,14,7,6
30959,20161105-M-Paris_Masters-SF-Marin_Cilic-John_Isner,2016-11-05,John Isner,1,37,32,9,6,1,1,61,25,34,9,7,20,3,16
30964,20161103-M-Paris_Masters-R16-Andy_Murray-Lucas_Pouille,2016-11-03,Andy Murray,4,36,27,22,9,6,5,47,27,29,13,2,14,8,2
30965,20161103-M-Paris_Masters-R16-Andy_Murray-Lucas_Pouille,2016-11-03,Lucas Pouille,3,24,15,23,5,10,5,58,22,20,11,2,30,8,19
30970,20161101-M-Charlottesville_CH-R32-Peter_Polansky-Noah_Rubin,2016-11-01,Peter Polansky,4,27,22,22,10,3,1,52,29,15,5,4,8,2,2
30971,20161101-M-Charlottesville_CH-R32-Peter_Polansky-Noah_Rubin,2016-11-01,Noah Rubin,6,28,15,24,8,7,2,49,17,11,6,3,20,9,5
30976,20161101-M-Charlottesville_CH-R32-Denis_Kudla-Tommy_Paul,2016-11-01,Denis Kudla,3,25,22,20,11,0,0,47,25,11,4,5,13,6,4
30977,20161101-M-Charlottesville_CH-R32-Denis_Kudla-Tommy_Paul,2016-11-01,Tommy Paul,3,17,8,30,14,9,5,45,12,8,4,3,19,9,7
30982,20161018-M-Stockholm-R32-Fernando_Verdasco-Mikael_Ymer,2016-10-18,Fernando Verdasco,1,41,21,24,10,9,4,48,16,17,10,5,31,15,15
30983,20161018-M-Stockholm-R32-Fernando_Verdasco-Mikael_Ymer,2016-10-18,Mikael Ymer,0,35,25,13,7,3,3,65,34,24,10,13,16,8,8
30989,20161017-M-Stockholm-F-Jack_Sock-Juan_Martin_Del_Potro,2016-10-17,Jack Sock,2,38,24,17,7,9,5,43,7,18,10,5,23,12,9
30990,20161017-M-Stockholm-F-Jack_Sock-Juan_Martin_Del_Potro,2016-10-17,Juan Martin Del Potro,2,25,22,18,14,0,0,55,24,26,12,5,8,3,3
30994,20161016-M-Shanghai_Masters-F-Roberto_Bautista_Agut-Andy_Murray,2016-10-16,Roberto Bautista Agut,3,33,18,18,7,4,0,64,21,13,11,2,26,12,11
30995,20161016-M-Shanghai_Masters-F-Roberto_Bautista_Agut-Andy_Murray,2016-10-16,Andy Murray,3,34,28,30,15,3,1,51,26,21,9,4,19,8,8
31000,20161015-M-Shanghai_Masters-SF-Roberto_Bautista_Agut-Novak_Djokovic,2016-10-15,Roberto Bautista Agut,1,56,36,30,14,9,7,60,25,17,11,1,30,15,14
31001,20161015-M-Shanghai_Masters-SF-Roberto_Bautista_Agut-Novak_Djokovic,2016-10-15,Novak Djokovic,2,40,25,20,10,5,1,86,36,24,13,7,31,13,16
31006,20161015-M-Shanghai_Masters-SF-Andy_Murray-Gilles_Simon,2016-10-15,Andy Murray,2,34,21,19,10,7,3,66,35,21,9,6,29,11,16
31007,20161015-M-Shanghai_Masters-SF-Andy_Murray-Gilles_Simon,2016-10-15,Gilles Simon,2,45,21,21,10,12,6,53,22,10,6,3,20,12,6
31012,20161009-M-Tokyo-F-Nick_Kyrgios-David_Goffin,2016-10-09,Nick Kyrgios,9,67,53,32,16,12,11,102,38,43,7,7,31,9,13
31013,20161009-M-Tokyo-F-Nick_Kyrgios-David_Goffin,2016-10-09,David Goffin,8,61,45,41,19,13,11,99,30,39,16,11,22,10,4
31020,20161006-M-Tokyo-R16-Ivo_Karlovic-Janko_Tipsarevic,2016-10-06,Ivo Karlovic,3,54,43,28,18,4,3,81,22,40,10,4,25,9,13
31021,20161006-M-Tokyo-R16-Ivo_Karlovic-Janko_Tipsarevic,2016-10-06,Janko Tipsarevic,3,48,39,33,20,2,1,82,21,27,11,11,10,3,4
31026,20161006-M-Tokyo-R16-Gilles_Muller-Marcos_Baghdatis,2016-10-06,Gilles Muller,4,34,29,25,15,1,1,49,18,23,8,4,11,4,3
31027,20161006-M-Tokyo-R16-Gilles_Muller-Marcos_Baghdatis,2016-10-06,Marcos Baghdatis,3,33,23,16,8,2,0,59,15,13,6,6,14,3,8
31032,20161006-M-Tokyo-R16-Gael_Monfils-Gilles_Simon,2016-10-06,Gael Monfils,3,33,26,20,9,2,1,50,25,21,11,4,29,17,9
31033,20161006-M-Tokyo-R16-Gael_Monfils-Gilles_Simon,2016-10-06,Gilles Simon,3,36,21,14,4,7,3,53,18,3,2,1,19,6,10
31038,20160928-M-Shenzhen-R16-Benoit_Paire-Janko_Tipsarevic,2016-09-28,Benoit Paire,8,51,35,48,22,13,7,114,41,42,9,23,58,18,32
31039,20160928-M-Shenzhen-R16-Benoit_Paire-Janko_Tipsarevic,2016-09-28,Janko Tipsarevic,5,56,39,58,34,9,7,99,42,30,15,6,31,16,10
31046,20160922-M-St_Petersburg-R16-Mikhail_Youzhny-Milos_Raonic,2016-09-22,Mikhail Youzhny,4,71,46,52,26,17,13,103,40,35,20,7,36,14,18
31047,20160922-M-St_Petersburg-R16-Mikhail_Youzhny-Milos_Raonic,2016-09-22,Milos Raonic,8,64,47,39,16,8,5,123,51,43,22,5,41,23,10
31054,20160919-M-Metz-F-Lucas_Pouille-Dominic_Thiem,2016-09-19,Lucas Pouille,0,33,27,26,19,1,1,67,24,28,12,3,14,7,7
31055,20160919-M-Metz-F-Lucas_Pouille-Dominic_Thiem,2016-09-19,Dominic Thiem,1,39,30,28,13,7,5,59,13,24,13,4,26,13,12
31060,20160911-M-US_Open-F-Novak_Djokovic-Stan_Wawrinka,2016-09-11,Novak Djokovic,7,63,49,60,32,10,4,163,62,26,16,4,55,26,22
31061,20160911-M-US_Open-F-Novak_Djokovic-Stan_Wawrinka,2016-09-11,Stan Wawrinka,3,91,64,72,37,16,13,123,42,46,23,14,61,27,31
31070,20160909-M-US_Open-SF-Stan_Wawrinka-Kei_Nishikori,2016-09-09,Stan Wawrinka,8,73,56,43,21,15,11,122,51,34,13,11,36,9,19
31071,20160909-M-US_Open-SF-Stan_Wawrinka-Kei_Nishikori,2016-09-09,Kei Nishikori,6,71,52,51,19,13,6,116,39,27,17,7,43,17,20
31080,20160909-M-US_Open-SF-Novak_Djokovic-Gael_Monfils,2016-09-09,Novak Djokovic,7,68,46,38,20,11,7,110,54,24,16,7,26,8,11
31081,20160909-M-US_Open-SF-Novak_Djokovic-Gael_Monfils,2016-09-09,Gael Monfils,11,59,37,51,19,20,12,106,40,34,17,6,50,19,20
31090,20160908-M-US_Open-QF-Juan_Martin_Del_Potro-Stan_Wawrinka,2016-09-08,Juan Martin Del Potro,8,71,54,51,26,10,6,118,34,31,18,7,46,29,9
31091,20160908-M-US_Open-QF-Juan_Martin_Del_Potro-Stan_Wawrinka,2016-09-08,Stan Wawrinka,0,68,52,50,32,6,4,122,42,57,27,15,43,20,23
